"index","listing_id","price","nbhood_full","host_name","last_review","description","room_type"
"7449","14386712","250 dollars","Manhattan, Little Italy","Zev","June 18 2019","★1000 ft²  designer loft in SOHO - Little Italy★","entire home/apt"
"7450","14386892","99 dollars","Brooklyn, Windsor Terrace","Cindy","June 10 2019","Private Comfy 2 Room Apt, 23min to Manhattan","Entire home/apt"
"7451","14388889","45 dollars","Brooklyn, Bushwick","Ruben","July 02 2019","Sunny Private bedroom in Bushwick!","private room"
"7452","14394217","130 dollars","Queens, Sunnyside","June","June 27 2019","Beautiful studio apartment in Sunnyside","Entire home/apt"
"7453","14398950","77 dollars","Queens, Maspeth","Mihaela","June 21 2019","Cozy private studio","Entire home/apt"
"7454","14403485","85 dollars","Manhattan, East Harlem","Sheila & Tony","June 29 2019","Cozy private bdrm in Manhattan near Subway Station","Private room"
"7455","14403574","67 dollars","Brooklyn, Bushwick","Ben","June 24 2019","COZY ROOM in a beautiful Bushwick apartment","Private room"
"7456","14404240","58 dollars","Queens, Forest Hills","Yuliang","June 16 2019","Private room near E,F trains近地铁单房","Private room"
"7457","14406256","149 dollars","Brooklyn, Bushwick","Laura","January 01 2019","Sunny bedroom, private backyard","private room"
"7458","14406807","150 dollars","Manhattan, Harlem","Loren","May 20 2019","My 2 br. Humble Abode","Entire home/apt"
"7459","14406923","80 dollars","Queens, Flushing","Maverick","May 01 2019","Location near Kissena Blvd. & Holly Ave., Flushing","Private room"
"7460","14417798","125 dollars","Manhattan, Lower East Side","Tiffani","June 15 2019","LES Minimalistic Studio","Entire home/apt"
"7461","14419516","150 dollars","Manhattan, East Village","David","June 23 2019","Spacious sunny bedroom (B) - East Village","Private room"
"7462","14420353","89 dollars","Manhattan, Nolita","Sky","May 25 2019","Private room in Prime Soho/Nolita location","private room"
"7463","14421383","70 dollars","Brooklyn, Bushwick","Zach","June 24 2019","Beautiful Private Sunny Room with Backyard","Private room"
"7464","14423024","75 dollars","Brooklyn, Bedford-Stuyvesant","Lee-Ann","January 03 2019","Sunny bedroom in historic Bed Stuy BK brownstone","Private room"
"7465","14426680","180 dollars","Brooklyn, Williamsburg","Tasha","June 06 2019","Luxurious and Sunny 2 bed/2 bath home (1100 sqft)","Entire home/apt"
"7466","14429513","139 dollars","Manhattan, Chelsea","Jocelyn & Jake","July 02 2019","Sunlit Private Room in Centrally Located Chelsea","PRIVATE ROOM"
"7467","14429957","149 dollars","Manhattan, Hell's Kitchen","Michelle & Heddy","June 13 2019","Amazing Private Room close Time Sq & Central Park.","Private room"
"7468","14429976","85 dollars","Brooklyn, Williamsburg","Mike","June 13 2019","Comfy private room in Williamsburg","Private room"
"7469","14437093","129 dollars","Manhattan, East Village","Carrie","February 10 2019","Sunny Alcove 1-bdrm- Rooftop with view & backyard!","ENTIRE HOME/APT"
"7470","14440066","100 dollars","Manhattan, Nolita","Alessandra","May 07 2019","Bedroom in SoHo/Nolita","private room"
"7471","14441627","198 dollars","Manhattan, Hell's Kitchen","Lena","May 27 2019","Zen Temple Vibe apt in heart of Hells Kitchen NYC","Entire home/apt"
"7472","14444988","215 dollars","Manhattan, East Village","John","June 23 2019","Charming, fun, private East Village apartment","Entire home/apt"
"7473","14445183","100 dollars","Brooklyn, East Flatbush","Andria","June 30 2019","Family Friendly Stay in Brooklyn","Entire home/apt"
"7474","14446717","150 dollars","Manhattan, Upper West Side","Barry","June 28 2019","1 Bedroom Apt, West 69th St, bwtn BWay & Columbus","Entire home/apt"
"7475","14446960","199 dollars","Queens, Woodside","Chin","June 24 2019","Cozy 3 Bedroom, 20 Minutes to Times Square!","Entire home/apt"
"7476","14448231","99 dollars","Brooklyn, Bushwick","Lisa","June 23 2019","Cozy Sun Filled Fresh Guest Room in Artsy Bushwick","Private room"
"7477","14450837","40 dollars","Queens, Jackson Heights","Ursula","May 27 2019","Yoga Apartment next to La Guardia and Manhattan","Private room"
"7478","14452731","69 dollars","Manhattan, Harlem","Chikie","June 20 2019","Cozy room just 15 mins from Central Park","Private room"
"7479","14464699","110 dollars","Brooklyn, Bushwick","Jasmin","June 24 2019","ENTIRE FLOR :) PRIVATE entrance&full bathroom! :D","PRIVATE ROOM"
"7480","14465415","165 dollars","Queens, Forest Hills","Nykaz, Llc","June 21 2019","Forest Hills","entire home/apt"
"7481","14466137","85 dollars","Brooklyn, Crown Heights","Mendy","July 06 2019","Crown Heights Cozy 2 Bedroom apt.","private room"
"7482","14467580","252 dollars","Manhattan, Midtown","ResortShare5","March 21 2019","★STAY IN OUR MIDTOWN LUXURIOUS STUDIO SUITE★","ENTIRE HOME/APT"
"7483","14469621","75 dollars","Queens, Flushing","Matthew","June 30 2019","★ Comfy Room ★ w/ Parking | Quiet Area | Near Park","private room"
"7484","14469737","75 dollars","Brooklyn, Williamsburg","Chloe","April 10 2019","Spacious Room in the Heart of Williamsburg","Private room"
"7485","14470437","125 dollars","Brooklyn, Crown Heights","Jenny","June 15 2019","Private Brooklyn Apartment and Garden","Entire home/apt"
"7486","14471418","650 dollars","Manhattan, Midtown","Bruce","June 16 2019","Studio - St Regis Residence Club","ENTIRE HOME/APT"
"7487","14472272","115 dollars","Brooklyn, Bedford-Stuyvesant","Caroline","June 16 2019","Cozy One bedroom apartment","Entire home/apt"
"7488","14472385","249 dollars","Manhattan, Chelsea","Alexis","July 02 2019","Large Private 1BR Apartment- Best Location Chelsea","Entire home/apt"
"7489","14473548","795 dollars","Manhattan, Upper East Side","Maud","June 14 2019","Luxury 2BR/2BATH TownhousUpper East Side Manhattan","Entire home/apt"
"7490","14475417","27 dollars","Queens, Corona","Veronica","June 28 2019","Best “H.P TWIN Bed” 5 mins to LGA airport &US OPEN","Shared room"
"7491","14479761","105 dollars","Queens, Long Island City","Michael","June 23 2019","Charming Studio in Astoria","Entire home/apt"
"7492","14480047","30 dollars","Brooklyn, Fort Hamilton","Yinny","May 27 2019","Private Bedroom in Prime Bay Ridge Close to Subway","Private room"
"7493","14481668","65 dollars","Brooklyn, Fort Hamilton","Yinny","June 30 2019","Bright & Clean Bedroom Nice Area Close to Subway","PRIVATE ROOM"
"7494","14482103","65 dollars","Brooklyn, Fort Hamilton","Yinny","July 02 2019","Master Bedroom w/ Private Bathroom Close to Subway","Private room"
"7495","14483613","100 dollars","Queens, East Elmhurst","Caroline","June 13 2019","Modern Apt - 10 min from Manhattan","Entire home/apt"
"7496","14485372","289 dollars","Manhattan, East Harlem","Karen","June 10 2019","Family Friendly 2 Bedrooms 1 Bath w. washer/dryer","Entire home/apt"
"7497","14485877","75 dollars","Brooklyn, Canarsie","Susan","June 23 2019","I call my place Susan's Villa","PRIVATE ROOM"
"7498","14487072","45 dollars","Queens, Woodhaven","Mark","May 05 2019","Private room with own T.V.","Private room"
"7499","14489610","155 dollars","Brooklyn, Greenpoint","Red","January 04 2019","Cosy Designer Apt - vacation or business","entire home/apt"
"7500","14489615","60 dollars","Queens, Jamaica","Claudius","May 12 2019","Cozy 1br mins from CASINO JFK & NYC (2nd Apt)","Entire home/apt"
"7501","14491976","30 dollars","Brooklyn, Bedford-Stuyvesant","Hannah","April 10 2019","Long term sublet in Clinton Hill","Shared room"
"7502","14499123","300 dollars","Queens, Woodside","Ricky & Diana","June 23 2019","Spacious  Home 15 Minutes Away From Manhattan","Entire home/apt"
"7503","14499377","65 dollars","Queens, St. Albans","Adrian","July 02 2019","Adrian's Place: Cozy 1br mins from JFK w/ 55' TV","PRIVATE ROOM"
"7504","14500735","139 dollars","Brooklyn, Prospect-Lefferts Gardens","Joe","May 24 2019","3 Big Bedrooms, Park Best Location!","entire home/apt"
"7505","14506036","140 dollars","Manhattan, East Harlem","Pascal","July 01 2019","Heart of Harlem Living - NYC to it's fullest!","Entire home/apt"
"7506","14507274","162 dollars","Manhattan, East Village","Margo","July 02 2019","Large Bright East Village Flat","ENTIRE HOME/APT"
"7507","14516582","185 dollars","Brooklyn, Bedford-Stuyvesant","Mateo","June 30 2019","Bright One BR w/ Balcony | Bohemian Brooklyn Apt","Entire home/apt"
"7508","14519882","98 dollars","Manhattan, Hell's Kitchen","Nathalia","April 26 2019","Midtown in NYC for International Business Interns","ENTIRE HOME/APT"
"7509","14522175","200 dollars","Manhattan, Lower East Side","Alexandra","January 05 2019","Bohemian Home in Trendy LES! #10250","Entire home/apt"
"7510","14522716","100 dollars","Brooklyn, Williamsburg","Max","May 19 2019","Beautiful, spacious one-bedroom in E. Williamsburg","entire home/apt"
"7511","14522966","499 dollars","Manhattan, Chinatown","Kiev","June 24 2019","Huge 3BR 2BA lux in LES! 2min walk to Train!","Entire home/apt"
"7512","14524079","189 dollars","Manhattan, Midtown","J.Y.","June 19 2019","Times Square Best Location Studio (Entire apt)","entire home/apt"
"7513","14529806","149 dollars","Manhattan, Harlem","Brinton","May 18 2019","Designer Studio in the Heart of Harlem","Private room"
"7514","14532520","45 dollars","Brooklyn, Bedford-Stuyvesant","Giuseppe","February 08 2019","Sunny room in Bedstuy w/fire escape","Private room"
"7515","14534676","95 dollars","Brooklyn, Flatbush","Ahmed","January 02 2019","Private room in SUNNY gorgeous apt in Brooklyn,NYC","Private room"
"7516","14536003","175 dollars","Manhattan, Upper East Side","Francesca","May 23 2019","Comfort in Manhattan","private room"
"7517","14536056","149 dollars","Brooklyn, Williamsburg","Aurelien","June 03 2019","3BR - Sunny and Vibrant Brooklyn loft","Entire home/apt"
"7518","14536245","189 dollars","Manhattan, Financial District","Kara","June 22 2019","Downtown NYC Studio Apt. near World Trade Center","ENTIRE HOME/APT"
"7519","14548579","125 dollars","Brooklyn, Bushwick","Asaf","June 29 2019","Brand New One Bedroom In Prime Bushwick","Entire home/apt"
"7520","14549226","107 dollars","Brooklyn, Prospect-Lefferts Gardens","A.J.","June 20 2019","Charming & Cozy Private Apt near Prospect Park, BK","entire home/apt"
"7521","14549287","190 dollars","Manhattan, Lower East Side","Joan","January 02 2019","Convenient 1-BR in the Heart of LES","Entire home/apt"
"7522","14551432","125 dollars","Brooklyn, Windsor Terrace","Melanie","April 22 2019","1 BR across from Prospect Park! / Windsor Terrace","ENTIRE HOME/APT"
"7523","14552533","170 dollars","Manhattan, West Village","Michael","June 24 2019","Studio in the Best location in Manhattan","Entire home/apt"
"7524","14557504","75 dollars","Brooklyn, Crown Heights","Fatou","June 22 2019","Cozy & Clean #5","private room"
"7525","14566213","200 dollars","Brooklyn, Bedford-Stuyvesant","Sean","May 23 2019","Geodesic Dome","ENTIRE HOME/APT"
"7526","14568352","95 dollars","Brooklyn, Sunset Park","Lucy And Devin","May 06 2019","Charming 1 BD near train 3 stops from Manhattan","Entire home/apt"
"7527","14569577","275 dollars","Staten Island, Tottenville","Sueann","June 03 2019","Come Explore the Big Apple!","Entire home/apt"
"7528","14569881","70 dollars","Brooklyn, Bushwick","Benny","June 23 2019","Artist Loft Bushwick","Private room"
"7529","14570492","289 dollars","Manhattan, Harlem","Jason","March 28 2019","6 Guests LUXURY MANHATTAN Condo With ROOFTOP!!!","Entire home/apt"
"7530","14570963","375 dollars","Manhattan, Upper West Side","Jennie","May 27 2019","Gorgeous Modern Penthouse Terrace by Central Park","Entire home/apt"
"7531","14571451","129 dollars","Manhattan, East Village","Maria","July 06 2019","GREAT studio in heart of Manhattan PRIME LOCATION","ENTIRE HOME/APT"
"7532","14577490","99 dollars","Manhattan, Upper West Side","Anne","May 17 2019","HUGE Studio-sized bedroom with own bath","Private room"
"7533","14577930","225 dollars","Manhattan, Upper West Side","Anne","April 24 2019","2 Bedroom 2 Bathroom Upper West","Entire home/apt"
"7534","14578109","106 dollars","Manhattan, Hell's Kitchen","Goran","May 12 2019","Location Location - Spacious Room in Time Square","PRIVATE ROOM"
"7535","14579123","55 dollars","Brooklyn, Bedford-Stuyvesant","Perin","June 30 2019","Sunny & inviting BK Room 30mins from Manhattan.","Private room"
"7536","14587950","220 dollars","Brooklyn, Clinton Hill","Li-Ann","June 23 2019","Assemblage Place","Entire home/apt"
"7537","14588156","110 dollars","Brooklyn, Crown Heights","Robert","June 29 2019","Historic Brooklyn Brownstone","Entire home/apt"
"7538","14588464","275 dollars","Staten Island, South Beach","Maria","July 06 2019","Spacious and Clean Get Away","Entire home/apt"
"7539","14590480","125 dollars","Manhattan, Hell's Kitchen","Theodore","June 06 2019","AMAZING bedroom in the Heart of NYC","Private room"
"7540","14594286","60 dollars","Manhattan, Harlem","Neida","July 07 2019","On Broadway & 3 stops to Times Square","private room"
"7541","14594441","99 dollars","Brooklyn, Williamsburg","Ella","June 23 2019","Excellent Studio Space","Entire home/apt"
"7542","14596236","48 dollars","Brooklyn, Bushwick","Ming","June 23 2019","Brooklyn - Bushwick - NYC #2","Private room"
"7543","14601503","159 dollars","Manhattan, Greenwich Village","Corporate Housing","April 30 2019","Amazing 2 BR Washington Square Park/Soho","Entire home/apt"
"7544","14602894","117 dollars","Manhattan, Upper East Side","Corporate Housing","May 31 2019","1 Bedroom steps from Bloomingdale's and Park","ENTIRE HOME/APT"
"7545","14608127","100 dollars","Manhattan, Kips Bay","Nicole","June 23 2019","Vibey Apartment, Empire State Bldg & Times Square!","private room"
"7546","14608350","40 dollars","Queens, Astoria","Tina","April 23 2019","Bedroom in the <3 of Astoria close to the city","PRIVATE ROOM"
"7547","14609804","175 dollars","Manhattan, Chelsea","Jamie J.","June 18 2019","Large, Sunny and Clean Studio Apt.in Chelsea","ENTIRE HOME/APT"
"7548","14610596","40 dollars","Manhattan, East Harlem","Doe2930","May 17 2019","Private Room Couch close to Central Park","Private room"
"7549","14611399","85 dollars","Brooklyn, Bedford-Stuyvesant","Iquane","June 18 2019","Lovely studio","entire home/apt"
"7550","14616367","250 dollars","Brooklyn, Crown Heights","Gary","July 02 2019","Gem of Brooklyn, 3 bedroom private condo","Entire home/apt"
"7551","14616377","170 dollars","Brooklyn, Park Slope","Jim","June 11 2019","Perfect Location 2bd w Bklyn Charm","Entire home/apt"
"7552","14622053","58 dollars","Brooklyn, Sunset Park","Eric","June 30 2019","Cozy private room and bathroom in Brooklyn","Private room"
"7553","14625676","299 dollars","Brooklyn, Gowanus","Michelle","June 09 2019","Sunny & Spacious 3BR Bklyn Duplex w Private Garden","entire home/apt"
"7554","14628080","149 dollars","Manhattan, Harlem","Brinton","June 03 2019","Elegant Studio in the Heart of Harlem","ENTIRE HOME/APT"
"7555","14628409","150 dollars","Brooklyn, Greenpoint","Chana & Chike","June 30 2019","WINTER PROMO! BKLN - LG 2bd/ modern/comfy/CLEAN!","Entire home/apt"
"7556","14633272","50 dollars","Brooklyn, Williamsburg","Mikey","April 18 2019","South Williamsburg","private room"
"7557","14633324","172 dollars","Brooklyn, Williamsburg","Amir","June 27 2019","Modern Luxury Apartment in Heart of Williamsburg","entire home/apt"
"7558","14633924","109 dollars","Queens, Flushing","A","June 22 2019","Designer Basement Apt by the Park 新精緻近公園舒適含窗半地下公寓","entire home/apt"
"7559","14646562","180 dollars","Manhattan, West Village","Lea","July 01 2019","Velvet Retreat in the West Village","Entire home/apt"
"7560","14648556","60 dollars","Manhattan, Harlem","Johannes","June 22 2019","14 min to Columbus Circle, 20 min to Times Square","Private room"
"7561","14654573","125 dollars","Queens, Sunnyside","Passang","June 20 2019","Independent apt in 2 family pvt. home","Entire home/apt"
"7562","14661553","100 dollars","Brooklyn, Carroll Gardens","Mei","June 23 2019","Bright and clean room in a quaint neighborhood","Private room"
"7563","14661771","225 dollars","Manhattan, Upper East Side","Alice","June 14 2019","Museum Mile","ENTIRE HOME/APT"
"7564","14665418","295 dollars","Brooklyn, Williamsburg","Matias","June 27 2019","Spacious light drenched 3 bedroom","Entire home/apt"
"7565","14666364","160 dollars","Manhattan, Hell's Kitchen","Trevor","June 24 2019","Stylish 1 BD in Garment District","Entire home/apt"
"7566","14670074","110 dollars","Manhattan, Hell's Kitchen","Alyson","May 17 2019","Sunny Room in heart of Manhattan","Private room"
"7567","14670215","43 dollars","Brooklyn, East Flatbush","The Mahogany Suite(Studio Apartment","May 13 2019","The Mahogany Suite-The Solo Adventurer-ll","Private room"
"7568","14672524","56 dollars","Manhattan, Harlem","Rocky","June 13 2019","Awesome Private Room in Historic Village of Harlem","private room"
"7569","14672920","73 dollars","Brooklyn, Prospect-Lefferts Gardens","Alex","May 23 2019","Lovely stay next to Prospect Park","Private room"
"7570","14682338","175 dollars","Manhattan, Harlem","Ryan","June 19 2019","Harlem Oasis","Private room"
"7571","14683118","49 dollars","Brooklyn, Flatlands","Annette C","July 05 2019","Queen Bed/Awesome Space/Sauna & Spa Amenities","private room"
"7572","14683983","672 dollars","Manhattan, Midtown","ResortShare5","May 15 2019","RATED ★★★★★ IN THIS 2 BEDROOM PRESIDENTIAL SUITE","Entire home/apt"
"7573","14684834","44 dollars","Queens, Springfield Gardens","Paulette","June 19 2019","LG. RED AND WHITE COOL OASIS ROOM.","Private room"
"7574","14685187","130 dollars","Brooklyn, Clinton Hill","Ashley","June 08 2019","Quaint garden apartment in Clinton Hill","Private room"
"7575","14685276","132 dollars","Brooklyn, Bedford-Stuyvesant","Jorge","June 16 2019","Gorgeous Loft","Entire home/apt"
"7576","14686954","55 dollars","Queens, Elmhurst","Jessica","May 22 2019","Cozy master room,17mins to midtown by EFMR7 trains","private room"
"7577","14690331","300 dollars","Manhattan, West Village","Patrick","June 20 2019","Unique Designer 1BR in Best NYC Neighborhood","Entire home/apt"
"7578","14691805","35 dollars","Brooklyn, Bedford-Stuyvesant","Kent","May 01 2019","Madison home-","PRIVATE ROOM"
"7579","14692426","100 dollars","Manhattan, Harlem","Richard","June 29 2019","Big & Bright Hamilton Heights Manhattan Bedroom","Private room"
"7580","14693952","75 dollars","Manhattan, Hell's Kitchen","Han","July 07 2019","Private Small Room 4","Private room"
"7581","14694588","60 dollars","Queens, Flushing","Pearl","May 19 2019","Spacious Studio Room in Flushing, Queens","private room"
"7582","14695540","47 dollars","Brooklyn, Sunset Park","Sarah","June 24 2019","Private Suite · Sparkling Clean · Memory Foam","PRIVATE ROOM"
"7583","14696542","60 dollars","Brooklyn, Bedford-Stuyvesant","Kaitlyn","July 06 2019","Bright, Modern, Cozy Room in Brooklyn Artist's Apt","PRIVATE ROOM"
"7584","14698446","50 dollars","Queens, Flushing","Amy","June 16 2019","纽约之家(SunnyHome5)","Private room"
"7585","14703733","80 dollars","Brooklyn, Prospect-Lefferts Gardens","Abe","April 28 2019","Gorgeous Brooklyn Studio Apartment","Entire home/apt"
"7586","14705110","125 dollars","Manhattan, Theater District","Gene","July 02 2019","Amazing Luxury located in the Middle of Manhattan!","Private room"
"7587","14705209","125 dollars","Manhattan, Murray Hill","Shruti","June 19 2019","Cozy Studio in Midtown","Entire home/apt"
"7588","14707466","75 dollars","Queens, Long Island City","Nika","June 19 2019","Lovely Bijou!! 5MIN.to MANHATTAN","Private room"
"7589","14707648","150 dollars","Queens, Rockaway Beach","Melissa","July 07 2019","Surfside Studio","Entire home/apt"
"7590","14707675","100 dollars","Manhattan, Lower East Side","Raymond","June 17 2019","1 Person Only 1 Bdrm LES/East Village HugeDeck","Private room"
"7591","14710763","145 dollars","Brooklyn, Bedford-Stuyvesant","Angelika","June 24 2019","Home Base, Minutes to Manhattan!!!","Entire home/apt"
"7592","14711796","180 dollars","Manhattan, Financial District","Julia","June 08 2019","Sunny huge FiDi loft w water views","entire home/apt"
"7593","14713599","120 dollars","Brooklyn, Williamsburg","Itay","July 01 2019","Williamsburg Dream Loft","Private room"
"7594","14716155","55 dollars","Brooklyn, Bedford-Stuyvesant","Alan","May 05 2019","20-25 minutes to downtown NYC/30-40 to midtown","PRIVATE ROOM"
"7595","14716586","40 dollars","Brooklyn, Bedford-Stuyvesant","Alan","April 20 2019","20-25 minutes to downtown NYC/30-40 to midtown","Private room"
"7596","14722273","175 dollars","Manhattan, Hell's Kitchen","Corporate Housing","March 31 2019","Midtown 3 BR Elevator - Best Location","Entire home/apt"
"7597","14723039","163 dollars","Brooklyn, Bedford-Stuyvesant","Shay & Anat","June 09 2019","Brooklyn Duplex in a beautiful brownstone","Entire home/apt"
"7598","14723697","117 dollars","Queens, Astoria","Jason","April 04 2019","3-Bedroom Apartment, 10 Minutes from Manhattan","Entire home/apt"
"7599","14724181","105 dollars","Manhattan, Harlem","Milton","January 01 2019","Massive Brownstone Close to Express Trains","private room"
"7600","14726498","60 dollars","Manhattan, Inwood","Waldy","May 31 2019","Inwood Manhattan everything close!!","Private room"
"7601","14726699","49 dollars","Queens, Jamaica","Shanie","July 01 2019","Private Ground Floor Studio Apartment Near JFK/LGA","Entire home/apt"
"7602","14733932","50 dollars","Brooklyn, Bedford-Stuyvesant","Alan","May 04 2019","20-25 minutes to downtown NYC/30-40 to midtown","private room"
"7603","14737992","41 dollars","Manhattan, Harlem","Laura","June 05 2019","Large bedroom in Luxury bldg West Harlem","private room"
"7604","14741623","48 dollars","Brooklyn, Bedford-Stuyvesant","Sarah","June 22 2019","Cozy Private Bedroom and Bathroom in Brooklyn","Private room"
"7605","14745847","150 dollars","Manhattan, Midtown","Roberto","June 22 2019","Beautifu large studio in the heart  of Manhattan","Entire home/apt"
"7606","14749932","78 dollars","Brooklyn, Williamsburg","Valentina","June 23 2019","PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN","Private room"
"7607","14756913","120 dollars","Brooklyn, Bedford-Stuyvesant","Valentina","June 22 2019","Beautiful loft apt. on quiet Bed-Stuy block","Entire home/apt"
"7608","14759851","100 dollars","Manhattan, Hell's Kitchen","Lin","May 16 2019","Cozy room in convenient Midtown West location","PRIVATE ROOM"
"7609","14760211","200 dollars","Manhattan, Upper East Side","Corporate Housing","April 30 2019","Madison Ave Palace  - Washer Dryer, Outdoor Deck","Entire home/apt"
"7610","14760402","249 dollars","Queens, Sunnyside","Jared","May 26 2019","2br Apartment w/ Balcony & Free Airport Pickup!","Entire home/apt"
"7611","14761949","80 dollars","Manhattan, Harlem","Christina","June 27 2019","Upper Westside  Room w/ Private Bath & View","PRIVATE ROOM"
"7612","14763255","50 dollars","Brooklyn, Bedford-Stuyvesant","Angelo","June 29 2019","Private Large Studio-size Room","private room"
"7613","14769619","33 dollars","Brooklyn, East New York","Silvia","June 16 2019","Cozy minimalist room close to train (1)","private room"
"7614","14769785","100 dollars","Brooklyn, Crown Heights","Shirley","January 01 2019","Pr1vate Room(Queensizebed)$100","Private room"
"7615","14772701","89 dollars","Brooklyn, Williamsburg","Krzysztof","May 31 2019","2A Lovely one bedroom apartment in Williamsburg","entire home/apt"
"7616","14774206","97 dollars","Manhattan, Upper West Side","Max","July 06 2019","South-By-Southwest Room","Private room"
"7617","14777684","66 dollars","Queens, Jamaica","Deborah","July 04 2019","Immaculate Private Apt Under $10 Uber to JFK*","Entire home/apt"
"7618","14779359","199 dollars","Manhattan, Harlem","Roy & Rita","July 07 2019","3 BD,2 BTH, Doorman,15 mins to Midtown","Entire home/apt"
"7619","14779590","52 dollars","Brooklyn, Williamsburg","Ari","June 25 2019","Quiet room with loft bed","Private room"
"7620","14781268","70 dollars","Brooklyn, Bushwick","Daniel","March 22 2019","Huge Sunny Private Bedroom in heart of Brooklyn","Private room"
"7621","14783267","170 dollars","Brooklyn, Park Slope","Talia","June 09 2019","Lovely & bright apartment in center of Park Slope","Entire home/apt"
"7622","14783847","200 dollars","Manhattan, Midtown","Cranston","July 01 2019","Midtown East Pied-à-Terre","Entire home/apt"
"7623","14784557","200 dollars","Manhattan, Hell's Kitchen","Jerald","July 03 2019","Beautiful Designer 1 bedroom Apt Midtown Manhattan","Entire home/apt"
"7624","14784793","160 dollars","Brooklyn, Flatbush","Tiffany","April 22 2019","Ditmas Park Beautiful Spacious Apartment","Entire home/apt"
"7625","14787179","100 dollars","Brooklyn, Williamsburg","Barbara","July 03 2019","Large private bedroom&bath 2 min. away from subway","Private room"
"7626","14787776","120 dollars","Brooklyn, Williamsburg","Nicolette","May 12 2019","1 Beautiful Private Bedroom In Prime Williamsburg","PRIVATE ROOM"
"7627","14788009","95 dollars","Queens, Ditmars Steinway","Chris","June 18 2019","Chris' Cozy Cave!","Entire home/apt"
"7628","14790550","150 dollars","Brooklyn, Gravesend","Allen","July 01 2019","Large and inviting 3BR apartment","Entire home/apt"
"7629","14795784","95 dollars","Brooklyn, Crown Heights","Tanya","May 19 2019","Studio Apartment Prospect Heights","entire home/apt"
"7630","14800184","67 dollars","Brooklyn, Bedford-Stuyvesant","Carlos","June 30 2019","Spacious Bedroom in Gorgeous Renovated Apartment","Private room"
"7631","14802377","59 dollars","Brooklyn, Crown Heights","Kat","June 21 2019","Beautiful Home Away From Home","Private room"
"7632","14804661","125 dollars","Staten Island, West Brighton","Eddie & Lois","July 01 2019","Cozy 4 beds, Free Ferry to Manhattan.","ENTIRE HOME/APT"
"7633","14807279","225 dollars","Brooklyn, Bedford-Stuyvesant","Eric","June 30 2019","Renovated brownstone apt w/ private outdoor patio","Entire home/apt"
"7634","14807332","180 dollars","Manhattan, Hell's Kitchen","Michael","July 01 2019","Duplex with Private Bathroom by Times Square","Private room"
"7635","14807890","100 dollars","Manhattan, Upper West Side","Maurice","July 05 2019","Sunny Bloomingdale","Private room"
"7636","14808499","79 dollars","Brooklyn, Williamsburg","Krzysztof","May 31 2019","Large studio in Williamsburg, 3B","Entire home/apt"
"7637","14808832","125 dollars","Manhattan, Upper East Side","Daniel","June 15 2019","Bedroom & living area Upper East Side, 86th Subway","ENTIRE HOME/APT"
"7638","14808890","47 dollars","Queens, Richmond Hill","Zhur","June 10 2019","Comfortable Twin Size Bed Near Airport","private room"
"7639","14815997","195 dollars","Manhattan, Upper East Side","Mj","June 26 2019","Bright, quiet, super comfy chic in Upper East Side","Entire home/apt"
"7640","14817571","60 dollars","Queens, Astoria","Yudum","June 10 2019","Private room in astoria for a month!","Private room"
"7641","14818234","300 dollars","Manhattan, Gramercy","Justin","May 27 2019","Spacious 3BR Duplex Apt + Loft in Gramercy NYC","Entire home/apt"
"7642","14819796","250 dollars","Brooklyn, Carroll Gardens","Sol","June 28 2019","Charming 2BR  Prime Carroll Gardens/ F,G Train","Entire home/apt"
"7643","14821756","27 dollars","Queens, Corona","Luffy","June 07 2019","LowerLevel House NYC,Traveler ShortStay BedRoom","Shared room"
"7644","14822309","65 dollars","Manhattan, Harlem","Chip","April 30 2019","Relaxing, spacious, private room Riverside Drive","private room"
"7645","14823020","42 dollars","Queens, Ridgewood","Leslie","June 13 2019","peaceful tree view room in sweet neighborhood","private room"
"7646","14824160","199 dollars","Manhattan, Chinatown","Zi Ying","June 22 2019","NYC Photographers Loft","Entire home/apt"
"7647","14824230","85 dollars","Manhattan, Morningside Heights","Ruth","June 14 2019","Cozy quiet room in Morningside brownstone","private room"
"7648","14824875","135 dollars","Brooklyn, East New York","Sunshine","June 20 2019","Beautiful two bedroom apartment with backyard","Entire home/apt"
"7649","14826817","120 dollars","Brooklyn, Flatbush","Sidney","June 12 2019","Sid's Victorian Oasis","private room"
"7650","14827265","120 dollars","Manhattan, SoHo","Amy","July 01 2019","private room in SOHO","Private room"
"7651","14827418","120 dollars","Manhattan, SoHo","Amy","May 19 2019","private room in central SOHO","Private room"
"7652","14827512","100 dollars","Manhattan, SoHo","Amy","July 01 2019","comfy bed in SOHO","SHARED ROOM"
"7653","14834733","72 dollars","Brooklyn, Bushwick","Dee","June 23 2019","Stoner Abode in Bushwick
ADULTS ONLY!","Private room"
